no;gender;party;educ;health_ins7;jobs_guar7;gov_services7;FS_poor3;FS_childcare3;FS_crime3;FS_publicschools3;FS_welfare3;FS_envir3;FS_socsec3
2146;2;Democrat;2;NA;NA;NA;2;1;2;1;3;1;1
2147;1;Democrat;2;NA;NA;NA;1;1;1;1;2;1;1
2148;1;Democrat;2;NA;NA;NA;2;1;2;1;2;1;1
2149;1;independent;2;1;2;7;1;1;1;1;1;1;1
2150;2;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
2151;2;independent;2;6;6;3;2;3;2;3;3;1;2
2152;2;Democrat;2;5;6;5;1;1;2;1;2;2;2
2153;1;independent;2;NA;NA;NA;2;1;2;1;2;1;1
2154;2;independent;1;3;5;3;1;1;1;1;2;1;1
2155;1;Democrat;2;1;3;6;1;2;2;1;2;1;1
2156;1;independent;2;3;4;7;1;2;2;3;1;1;1
2157;2;independent;2;NA;NA;NA;2;2;2;3;2;1;3
2158;1;independent;2;4;5;4;2;3;2;1;2;1;2
2159;1;independent;2;5;6;2;2;2;2;1;2;2;2
2160;2;Republican;1;6;5;4;2;2;1;1;3;2;1
2161;2;Democrat;2;2;4;6;NA;1;2;1;NA;1;1
2162;1;independent;2;2;7;3;2;2;2;2;2;2;2
2163;1;independent;2;NA;NA;NA;1;1;1;1;2;1;1
2164;2;independent;1;3;6;6;2;1;1;1;2;1;1
2165;2;Republican;1;NA;NA;NA;1;2;1;1;2;2;1
2166;1;Democrat;2;1;3;5;3;2;2;1;3;1;1
2167;2;independent;1;NA;4;4;NA;NA;NA;NA;NA;1;2
2168;1;independent;1;4;NA;NA;2;2;1;2;2;1;2
2169;2;Republican;2;NA;NA;NA;1;2;2;2;2;1;1
2170;1;Republican;1;NA;NA;NA;2;2;1;1;2;1;1
2171;2;Democrat;2;NA;NA;NA;2;1;2;1;1;1;1
2172;2;independent;2;1;2;7;1;1;2;2;1;1;1
2173;2;independent;1;4;5;3;2;2;1;1;2;2;2
2174;1;independent;1;NA;NA;NA;2;3;2;2;3;2;1
2175;1;Democrat;1;NA;NA;NA;3;3;2;2;3;2;2
2176;2;Republican;1;6;5;3;1;1;1;2;1;2;1
2177;2;Republican;1;2;7;6;3;3;2;1;2;1;1
2178;1;independent;2;NA;6;4;NA;NA;2;1;3;1;2
2179;2;Republican;1;4;4;5;1;1;1;1;2;1;1
2180;2;Democrat;1;NA;NA;NA;1;2;1;1;1;1;1
2181;1;independent;2;2;5;6;3;3;3;1;3;1;NA
2182;1;independent;1;NA;NA;NA;1;1;1;2;2;1;1
2183;1;Democrat;1;NA;NA;NA;1;1;2;1;1;1;1
2184;2;independent;1;1;NA;4;1;1;1;1;3;1;1
2185;2;Democrat;1;2;1;7;1;1;1;1;1;1;1
2186;1;Democrat;2;NA;NA;NA;1;1;1;1;2;2;1
2187;2;independent;2;NA;4;7;2;1;1;1;1;1;1
2188;2;independent;2;5;7;4;1;2;2;1;2;1;2
2189;1;Republican;1;6;5;4;1;NA;1;1;2;1;2
2190;2;Democrat;1;NA;NA;NA;1;1;1;2;1;2;1
2191;1;independent;2;NA;5;3;1;1;1;1;1;1;1
2192;2;independent;1;2;1;NA;1;1;1;2;3;1;1
2193;2;Republican;2;5;7;5;3;NA;NA;1;3;2;NA
2194;2;Democrat;1;NA;NA;NA;1;1;1;1;1;2;1
2195;1;Democrat;1;4;4;4;2;2;1;1;2;2;2
2196;1;Democrat;1;4;5;NA;1;NA;2;2;2;1;2
2197;1;independent;1;NA;NA;NA;2;1;1;1;3;1;1
2198;1;Republican;1;NA;NA;NA;1;1;1;NA;NA;1;1
2199;1;independent;2;NA;NA;NA;1;2;1;1;2;2;1
2200;2;independent;1;NA;NA;NA;1;1;1;1;1;1;1
2201;2;Republican;1;NA;NA;NA;3;2;1;1;3;2;1
2202;1;Democrat;1;7;1;NA;1;1;1;1;3;2;1
2203;1;Democrat;1;NA;NA;NA;1;1;1;1;1;2;1
2204;2;Democrat;1;NA;NA;NA;2;2;2;2;2;NA;1
2205;1;Republican;2;NA;NA;NA;3;3;1;3;3;2;3
2206;2;Republican;2;NA;NA;NA;1;1;2;1;3;1;2
2207;1;Republican;2;6;6;2;3;3;3;3;3;3;2
2208;1;Democrat;1;1;NA;NA;2;3;1;2;3;2;1
2209;1;Democrat;2;NA;5;5;1;1;1;1;2;1;1
2210;2;Democrat;2;4;6;3;1;3;1;1;2;1;1
2211;1;Republican;1;NA;NA;NA;2;2;2;1;3;1;1
2212;1;independent;2;NA;NA;NA;3;2;1;1;3;1;2
2213;2;independent;2;NA;NA;NA;1;1;1;1;1;1;1
2214;1;independent;1;4;5;5;1;1;1;1;3;2;1
2215;2;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
2216;1;independent;2;1;3;7;1;1;2;1;2;1;1
2217;1;independent;2;NA;7;1;2;3;1;2;3;1;2
2218;1;independent;2;NA;NA;NA;3;3;3;3;3;3;2
2219;2;Democrat;2;NA;NA;NA;2;2;1;2;2;1;1
2220;2;Democrat;2;NA;NA;NA;2;2;2;1;2;1;2
2221;2;Republican;2;NA;NA;NA;1;1;2;1;2;1;1
2222;1;independent;2;NA;NA;NA;1;1;3;1;2;1;2
2223;2;Democrat;2;1;7;5;1;1;1;1;1;1;1
2224;2;Democrat;1;2;1;5;1;1;1;1;1;2;1
2225;1;Democrat;2;NA;NA;NA;1;NA;1;1;1;2;1
2226;2;Democrat;2;NA;NA;NA;1;1;2;1;2;2;1
2227;1;Democrat;2;NA;NA;NA;1;1;1;1;2;1;2
2228;1;Republican;2;NA;NA;NA;NA;1;2;2;3;1;2
2229;1;independent;1;2;NA;NA;2;2;2;2;2;2;2
2230;2;independent;1;NA;NA;NA;2;1;1;1;2;1;2
2231;2;Republican;1;NA;1;4;1;1;2;1;1;3;1
2232;2;Democrat;1;NA;NA;NA;1;1;2;1;1;1;1
2233;1;independent;1;2;NA;6;1;1;2;1;2;2;2
2234;2;independent;2;1;4;7;1;1;1;1;2;1;2
2235;2;Democrat;2;NA;NA;NA;1;1;1;1;2;1;1
2236;2;Democrat;2;1;3;6;1;1;2;1;1;1;1
2237;2;Democrat;1;6;5;NA;1;NA;1;1;2;1;1
2238;1;independent;2;3;6;4;2;1;2;1;2;1;2
2239;1;independent;2;NA;NA;NA;2;1;1;2;2;3;2
2240;2;independent;2;NA;NA;NA;1;2;2;1;1;1;1
2241;2;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
2242;1;Democrat;2;1;4;4;2;2;2;1;3;2;2
2243;1;independent;1;4;3;5;1;2;1;1;2;1;1
2244;2;independent;1;NA;NA;NA;1;1;1;1;2;1;1
2245;2;Democrat;2;3;4;5;1;1;2;NA;1;1;NA
2246;1;Democrat;2;NA;NA;NA;1;1;2;1;2;1;1
2247;2;Republican;1;1;2;7;1;1;1;1;1;1;3
2248;1;Democrat;1;NA;NA;NA;1;1;2;1;2;1;1
2249;2;Republican;2;NA;NA;NA;1;1;2;1;2;2;1
2250;2;independent;2;NA;NA;NA;2;2;1;2;2;1;2
2251;1;Democrat;1;NA;NA;NA;1;2;1;2;2;2;1
2252;1;independent;1;NA;NA;NA;1;1;1;2;2;1;2
2253;2;independent;2;NA;NA;NA;1;1;2;1;2;2;1
2254;2;independent;1;2;3;4;1;1;1;1;1;2;3
2255;2;Democrat;2;NA;NA;NA;2;2;2;1;3;2;2
2256;2;Democrat;1;3;3;4;1;1;2;1;3;1;2
2257;2;Republican;1;1;NA;NA;2;NA;1;1;2;2;1
2258;1;Democrat;2;NA;NA;NA;1;1;3;2;2;1;2
2259;1;independent;1;NA;6;4;1;2;1;NA;3;1;1
2260;1;independent;1;NA;NA;NA;2;2;1;1;3;2;2
2261;2;independent;1;NA;NA;NA;2;2;2;2;2;2;2
2262;1;Democrat;2;NA;NA;NA;1;1;2;1;2;1;1
2263;1;independent;1;7;6;NA;1;2;2;1;1;2;1
2264;2;independent;1;NA;NA;NA;1;3;1;2;3;3;1
2265;1;independent;1;NA;NA;NA;2;2;2;1;2;2;1
2266;1;Democrat;2;NA;NA;NA;2;2;2;1;2;1;2
2267;1;Republican;1;6;6;2;1;2;2;2;3;2;1
2268;1;Democrat;1;NA;NA;NA;1;1;1;1;2;1;2
